"Country or Area","Year","Commodity","Flow","Trade (USD)","Weight (kg)","Quantity Name","Quantity"
"Norway","2010","Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Import","28996","2650","Weight in kilograms","2650"
"Norway","2010","Fish; live, eels (Anguilla spp.)","Export","265808","31692","Weight in kilograms","31692"
"Norway","2010","Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","Import","40276","663","Weight in kilograms","663"
"Norway","2010","Fish; live, n.e.c. in heading 0301","Export","6995153","259794","Weight in kilograms","259794"
"Norway","2010","Fish; live, n.e.c. in heading 0301","Import","5976587","388134","Weight in kilograms","388134"
"Norway","2010","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9","Export","178284756","26359323","Weight in kilograms","26359323"
"Norway","2010","Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9","Import","940468","129772","Weight in kilograms","129772"
"Norway","2010","Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","3839092979","618029890","Weight in kilograms","618029890"
"Norway","2010","Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","384178","51506","Weight in kilograms","51506"
"Norway","2010","Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","1295388","164790","Weight in kilograms","164790"
"Norway","2010","Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","10654","1150","Weight in kilograms","1150"
"Norway","2010","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","24006056","2510108","Weight in kilograms","2510108"
"Norway","2010","Fish; fresh or chilled, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","16285","1310","Weight in kilograms","1310"
"Norway","2010","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","2787748","1402435","Weight in kilograms","1402435"
"Norway","2010","Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","20310","3951","Weight in kilograms","3951"
"Norway","2010","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","48577","2864","Weight in kilograms","2864"
"Norway","2010","Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","16923","672","Weight in kilograms","672"
"Norway","2010","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Export","3149171","348246","Weight in kilograms","348246"
"Norway","2010","Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","4846","445","Weight in kilograms","445"
"Norway","2010","Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","33556","1336","Weight in kilograms","1336"
"Norway","2010","Fish; fresh or chilled, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","43639","1668","Weight in kilograms","1668"
"Norway","2010","Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","Import","14828","2017","Weight in kilograms","2017"
"Norway","2010","Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","26080432","39579838","Weight in kilograms","39579838"
"Norway","2010","Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","21669486","39024930","Weight in kilograms","39024930"
"Norway","2010","Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","108920870","27889705","Weight in kilograms","27889705"
"Norway","2010","Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","46583","6671","Weight in kilograms","6671"
"Norway","2010","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes)","Export","540871","918054","Weight in kilograms","918054"
"Norway","2010","Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","35837370","17355955","Weight in kilograms","17355955"
"Norway","2010","Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","17712485","9712672","Weight in kilograms","9712672"
"Norway","2010","Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","25876015","19717158","Weight in kilograms","19717158"
"Norway","2010","Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","74012240","52342235","Weight in kilograms","52342235"
"Norway","2010","Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Export","1200553","495464","Weight in kilograms","495464"
"Norway","2010","Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)","Import","9405","480","Weight in kilograms","480"
"Norway","2010","Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).","Export","80835177","109759686","Weight in kilograms","109759686"
"Norway","2010","Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).","Import","1039782","349036","Weight in kilograms","349036"
"Norway","2010","Fish livers & roes, fresh/chilled","Export","3407345","1349245","Weight in kilograms","1349245"
"Norway","2010","Fish livers & roes, fresh/chilled","Import","52734","7008","Weight in kilograms","7008"
"Norway","2010","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","79797460","12471056","Weight in kilograms","12471056"
"Norway","2010","Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","672584","123196","Weight in kilograms","123196"
"Norway","2010","Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","272411982","50620802","Weight in kilograms","50620802"
"Norway","2010","Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","107337","10783","Weight in kilograms","10783"
"Norway","2010","Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","108193","105304","Weight in kilograms","105304"
"Norway","2010","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","44761025","8636818","Weight in kilograms","8636818"
"Norway","2010","Fish; frozen, halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","205109","43008","Weight in kilograms","43008"
"Norway","2010","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","25965","16178","Weight in kilograms","16178"
"Norway","2010","Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","4209","1041","Weight in kilograms","1041"
"Norway","2010","Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","28876","1255","Weight in kilograms","1255"
"Norway","2010","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","1890","1072","Weight in kilograms","1072"
"Norway","2010","Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","12718","1250","Weight in kilograms","1250"
"Norway","2010","Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","8558","1208","Weight in kilograms","1208"
"Norway","2010","Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","575","45","Weight in kilograms","45"
"Norway","2010","Fish; frozen, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","8555","1820","Weight in kilograms","1820"
"Norway","2010","Fish; frozen, southern bluefin tunas (Thunnus maccoyii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","7016","124","Weight in kilograms","124"
"Norway","2010","Fish; frozen, tuna, n.e.c. in item no. 0303.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","99059","4009","Weight in kilograms","4009"
"Norway","2010","Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Export","339841847","448082363","Weight in kilograms","448082363"
"Norway","2010","Fish; frozen, herrings (Clupea harengus, Clupea pallasii), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","Import","750656","900000","Weight in kilograms","900000"
"Norway","2010","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","102549846","34797463","Weight in kilograms","34797463"
"Norway","2010","Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","70023868","22607214","Weight in kilograms","22607214"
"Norway","2010","Toothfish (Dissostichus spp.),frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","9961","439","Weight in kilograms","439"
"Norway","2010","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","4201789","2903580","Weight in kilograms","2903580"
"Norway","2010","Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","2918","1150","Weight in kilograms","1150"
"Norway","2010","Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","125810804","53853336","Weight in kilograms","53853336"
"Norway","2010","Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","5114626","3162003","Weight in kilograms","3162003"
"Norway","2010","Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","66210071","34527649","Weight in kilograms","34527649"
"Norway","2010","Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","677526","406269","Weight in kilograms","406269"
"Norway","2010","Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","466225451","265046940","Weight in kilograms","265046940"
"Norway","2010","Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","7148009","4235878","Weight in kilograms","4235878"
"Norway","2010","Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","251979","23331","Weight in kilograms","23331"
"Norway","2010","Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","3803","525","Weight in kilograms","525"
"Norway","2010","Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","11556","770","Weight in kilograms","770"
"Norway","2010","Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","6491","306","Weight in kilograms","306"
"Norway","2010","Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","412201","232040","Weight in kilograms","232040"
"Norway","2010","Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Export","135368841","174722773","Weight in kilograms","174722773"
"Norway","2010","Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)","Import","1441831","555515","Weight in kilograms","555515"
"Norway","2010","Fish livers & roes, frozen","Export","23933757","7056969","Weight in kilograms","7056969"
"Norway","2010","Fish livers & roes, frozen","Import","448939","102477","Weight in kilograms","102477"
"Norway","2010","Swordfish (Xiphias gladius),fresh/chilled","Import","5663","490","Weight in kilograms","490"
"Norway","2010","Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled","Export","706551593","78281464","Weight in kilograms","78281464"
"Norway","2010","Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled","Import","3647379","305418","Weight in kilograms","305418"
"Norway","2010","Swordfish (Xiphias gladius),frozen fillets","Import","5701","700","Weight in kilograms","700"
"Norway","2010","Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets","Export","669921604","119051439","Weight in kilograms","119051439"
"Norway","2010","Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets","Import","45749956","7731277","Weight in kilograms","7731277"
"Norway","2010","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","Export","163164483","131078788","Weight in kilograms","131078788"
"Norway","2010","Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9","Import","14777794","4509272","Weight in kilograms","4509272"
"Norway","2010","Fish; flours, meals and pellets, fit for human consumption","Import","242366","17703","Weight in kilograms","17703"
"Norway","2010","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","Export","6058988","951305","Weight in kilograms","951305"
"Norway","2010","Fish; livers, roes and milt of fish, dried, smoked, salted or in brine","Import","107249","15619","Weight in kilograms","15619"
"Norway","2010","Fish fillets, dried/salted/in brine but not smoked","Export","36660309","9385020","Weight in kilograms","9385020"
"Norway","2010","Fish fillets, dried/salted/in brine but not smoked","Import","2759016","276832","Weight in kilograms","276832"
"Norway","2010","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","Export","36850634","2179903","Weight in kilograms","2179903"
"Norway","2010","Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal","Import","394436","24600","Weight in kilograms","24600"
"Norway","2010","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","Export","356981","62995","Weight in kilograms","62995"
"Norway","2010","Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal","Import","72838","8439","Weight in kilograms","8439"
"Norway","2010","Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal","Import","676668","34218","Weight in kilograms","34218"
"Norway","2010","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","415772364","49188586","Weight in kilograms","49188586"
"Norway","2010","Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","1360491","119771","Weight in kilograms","119771"
"Norway","2010","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","Export","284883648","58373939","Weight in kilograms","58373939"
"Norway","2010","Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5","Import","1103764","202689","Weight in kilograms","202689"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)","Export","1543406","1058522","Weight in kilograms","1058522"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)","Import","22392","16643","Weight in kilograms","16643"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Export","124919335","24790149","Weight in kilograms","24790149"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","Import","267536","19360","Weight in kilograms","19360"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)","Export","940","124","Weight in kilograms","124"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)","Import","79572","19911","Weight in kilograms","19911"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","Export","8064014","2937743","Weight in kilograms","2937743"
"Norway","2010","Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6","Import","525258","132526","Weight in kilograms","132526"
"Norway","2010","Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","100388","7742","Weight in kilograms","7742"
"Norway","2010","Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","56682","5315","Weight in kilograms","5315"
"Norway","2010","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","373280","41040","Weight in kilograms","41040"
"Norway","2010","Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","3378937","460068","Weight in kilograms","460068"
"Norway","2010","Shrimps & prawns, whether/not in shell, frozen","Export","8660200","3125718","Weight in kilograms","3125718"
"Norway","2010","Shrimps & prawns, whether/not in shell, frozen","Import","57097603","14762877","Weight in kilograms","14762877"
"Norway","2010","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","32991476","2809645","Weight in kilograms","2809645"
"Norway","2010","Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","1596225","90307","Weight in kilograms","90307"
"Norway","2010","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Export","499508","152221","Weight in kilograms","152221"
"Norway","2010","Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water","Import","628478","88459","Weight in kilograms","88459"
"Norway","2010","Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets","Export","1181","52","Weight in kilograms","52"
"Norway","2010","Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Export","501507","12631","Weight in kilograms","12631"
"Norway","2010","Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Import","2787075","161663","Weight in kilograms","161663"
"Norway","2010","Shrimps & prawns, whether/not in shell, other than frozen","Export","6598415","709928","Weight in kilograms","709928"
"Norway","2010","Shrimps & prawns, whether/not in shell, other than frozen","Import","34892","2954","Weight in kilograms","2954"
"Norway","2010","Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Export","3133944","178787","Weight in kilograms","178787"
"Norway","2010","Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets","Import","17007","1114","Weight in kilograms","1114"
"Norway","2010","Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans","Export","8634151","1086707","Weight in kilograms","1086707"
"Norway","2010","Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans","Import","56779","5539","Weight in kilograms","5539"
"Norway","2010","Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine","Export","224","5","Weight in kilograms","5"
"Norway","2010","Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine","Import","342522","37781","Weight in kilograms","37781"
"Norway","2010","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled","Export","4106905","601715","Weight in kilograms","601715"
"Norway","2010","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled","Import","2195678","118905","Weight in kilograms","118905"
"Norway","2010","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","592606","26504","Weight in kilograms","26504"
"Norway","2010","Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","3481260","233300","Weight in kilograms","233300"
"Norway","2010","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled","Export","873530","454427","Weight in kilograms","454427"
"Norway","2010","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled","Import","301279","93425","Weight in kilograms","93425"
"Norway","2010","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","66389","16464","Weight in kilograms","16464"
"Norway","2010","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","101652","25322","Weight in kilograms","25322"
"Norway","2010","Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled","Export","3584","716","Weight in kilograms","716"
"Norway","2010","Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled","Import","9307","1361","Weight in kilograms","1361"
"Norway","2010","Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","36359","3306","Weight in kilograms","3306"
"Norway","2010","Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","437129","106035","Weight in kilograms","106035"
"Norway","2010","Molluscs; octopus (Octopus spp.), live, fresh or chilled","Import","2397","252","Weight in kilograms","252"
"Norway","2010","Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","159564","28967","Weight in kilograms","28967"
"Norway","2010","Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","8722","1594","Weight in kilograms","1594"
"Norway","2010","Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled","Export","136342","19730","Weight in kilograms","19730"
"Norway","2010","Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled","Import","203717","18055","Weight in kilograms","18055"
"Norway","2010","Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Export","395312","16152","Weight in kilograms","16152"
"Norway","2010","Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process","Import","97472","7259","Weight in kilograms","7259"
"Norway","2009","Live ornamental fish","Import","4293920.544","111454","Weight in kilograms","111454"
"Norway","2009","Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","Import","20171.806","2000","Weight in kilograms","2000"
"Norway","2009","Fish; live, eels (Anguilla spp.)","Export","547088.382","65259","Weight in kilograms","65259"
"Norway","2009","Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)","Import","13005.676","140","Weight in kilograms","140"
